"","genesysId","instCode","acceNumb","genus","anthesis1","anthrac","awns","basaltillr","branchangl","endosprmco","endosprmtx","endosprmty","exsertion","glumecolor","glumepubsc","heightunif","jdmidrib","kercolor","kercover","kerplump","kershape","mesocarp","midribcol","nodaltillr","paniclecom","paniclelgt","paniclerec","panicleshp","pericarpco","plantcol","planthgt","rust","seedtype"
"257",120041,"USA016","PI 585974","Sorghum",57,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",6,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",45,"Erect","Lax","Red","Purple-red",236," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"258",120042,"USA016","PI 585989","Sorghum",57,"Resistant","Short",1,"Drooping","White","Almost corneous","Non-waxy",22,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",28,"Erect","Lax","White","Purple-red",240," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"259",120045,"USA016","PI 586046","Sorghum",55,"Resistant","None",0,"Erect","Yellow","Partly corneous","Non-waxy",12,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Yellow","25% kernel covered","Plump","Round","Thin","Green","No","Semi-compact",21,"Erect","Oval","Lemon yellow","Tan",130," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"260",120046,"USA016","PI 586086","Sorghum",55,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",0,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thick","Colorless","Yes","Semi-compact",32,"Erect","Elliptical","White","Purple-red",144," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"261",120047,"USA016","PI 586133","Sorghum",47,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",20,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thick","Colorless","No","Loose",44,"Erect","Lax","Red","Purple-red",183," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"262",120048,"USA016","PI 586147","Sorghum",49,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",33,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",32,"Erect","Lax","White","Purple-red",173," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"263",120049,"USA016","PI 586160","Sorghum",55,"Resistant","None",0,"Drooping","White","Partly corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","No","Loose",31,"Erect","Lax","White","Purple",220," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"264",120050,"USA016","PI 586228","Sorghum",49,"Resistant","None",1,"Erect","White","Almost starchy","Non-waxy",26,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Round","Thin","Colorless","No","Semi-loose",42,"Erect","Elliptical","Red","Red-purple",200," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"265",120051,"USA016","PI 586245","Sorghum",45,"Resistant","Long",0,"Erect","White","Almost starchy","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","No","Semi-loose",25,"Erect","Elliptical","Red","Purple",165," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"266",120052,"USA016","PI 586273","Sorghum",43,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",31,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-loose",29,"Erect","Elliptical","Red","Purple",160," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"267",120053,"USA016","PI 586275","Sorghum",47,"Resistant","None",2,"Drooping","White","Partly corneous","Non-waxy",32,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",37,"Erect","Lax","White","Purple-red",218," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"268",120054,"USA016","PI 586285","Sorghum",56,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",24,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",40,"Erect","Lax","White","Red-purple",223," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"269",120055,"USA016","PI 586318","Sorghum",56,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",23,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",38,"Erect","Lax","White","Red",237," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"270",120056,"USA016","PI 586360","Sorghum",50,"Resistant","None",2,"Drooping","White","Partly corneous","Non-waxy",28,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",27,"Erect","Lax","White","Red",215," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"271",120057,"USA016","PI 586365","Sorghum",45,"Resistant","Long",1,"Erect","White","Completely starchy","Non-waxy",36,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thin","Colorless","Yes","Semi-loose",32,"Erect","Elliptical","Red","Purple",230," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"272",120058,"USA016","PI 586440","Sorghum",50,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",17,"Black","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thick","Colorless","No","Semi-loose",17,"Erect","Elliptical","White","Purple",93,"Susceptible","Single"
"273",120059,"USA016","PI 586441","Sorghum",43,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",19,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","White","50% kernel covered","Plump","Round","Thick","Colorless","No","Semi-compact",19,"Erect","Oval","White","Purple",117,"Susceptible","Single"
"274",120060,"USA016","PI 586459","Sorghum",47,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",24,"Purple","Intermediate"," (3.0) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","75% kernel covered","Plump","Round","Thick","Colorless","No","Semi-loose",26,"Erect","Elliptical","Red","Purple",74," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"275",120061,"USA016","PI 586482","Sorghum",56,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",13,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Juicy","Brown","75% kernel covered","Plump","Oval","Thick","Green","Yes","Semi-loose",20,"Erect","Elliptical","Red","Purple",147," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"276",120062,"USA016","PI 586499","Sorghum",59,"Resistant","None",0,"Erect","White","Almost starchy","Non-waxy",11,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-compact",26,"Erect","Oval","White","Purple",206," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"277",120063,"USA016","PI 586503","Sorghum",52,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",13,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",25,"Erect","Elliptical","White","Red-purple",172," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"278",120064,"USA016","PI 586513","Sorghum",49,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",19,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Red","50% kernel covered","Plump","Oval","Thin","Colorless","Yes","Semi-loose",26,"Erect","Oval","Red","Purple",105," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"279",135992,"USA016","PI 585329","Sorghum",50,"Resistant","None",2,"Erect","White","Partly corneous","Non-waxy",23,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Oval","Thick","Colorless","No","Semi-loose",26,"Erect","Elliptical","Red","Purple-red",137," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"280",135993,"USA016","PI 585391","Sorghum",53,"Resistant","Short",0,"Drooping","White","Partly corneous","Non-waxy",10,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",40,"Erect","Lax","White","Red-purple",210," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"281",135994,"USA016","PI 585411","Sorghum",53,"Resistant","Short",1,"Drooping","White","Partly corneous","Non-waxy",6,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Mixed","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",32,"Erect","Lax","Mixed","Purple-red",240," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"282",135995,"USA016","PI 585433","Sorghum",67,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",10,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thick","Colorless","Yes","Loose",19,"Erect","Elliptical","White","Purple-red",296," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"283",135996,"USA016","PI 585462","Sorghum",70,"Resistant","Long",0,"Drooping","White","Almost corneous","Non-waxy",43,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",44,"Erect","Lax","White","Purple-red",313," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"284",135998,"USA016","PI 585512","Sorghum",63,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",42,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Kernel fully covered","Plump","Oval","Thin","Colorless","No","Loose",40,"Erect","Elliptical","Red","Red-purple",208," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"285",135999,"USA016","PI 585572","Sorghum",73,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",0,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-loose",25,"Erect","Elliptical","Red","Red-purple",245,"Resistant","Single"
"286",136000,"USA016","PI 585604","Sorghum",65,"Resistant","None",0,"Erect","White","Completely starchy","Non-waxy",0,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","50% kernel covered","Plump","Round","Thin","Colorless","No","Semi-loose",29,"Erect","Elliptical","Red","Purple-red",238," (1.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"287",136001,"USA016","PI 585629","Sorghum",51,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",20,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Purple","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",35,"Erect","Lax","White","Red-purple",220,"Resistant","Single"
"288",136002,"USA016","PI 585646","Sorghum",53,"Resistant","None",0,"Drooping","White","Almost corneous","Non-waxy",30,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",72,"Erect","Lax","White","Red-purple",210," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"289",136004,"USA016","PI 585711","Sorghum",46,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",26,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","No","Loose",34,"Erect","Lax","White","Red-purple",140," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"290",136005,"USA016","PI 585718","Sorghum",65,"Resistant","Long",1,"Drooping","White","Partly corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",34,"Erect","Lax","White","Purple",210," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"291",136006,"USA016","PI 585734","Sorghum",67,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",13,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",37,"Erect","Lax","White","Red-purple",190," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"292",136008,"USA016","PI 585753","Sorghum",56,"Resistant","Long",2,"Drooping","White","Partly corneous","Non-waxy",22,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","No","Loose",30,"Erect","Lax","White","Red-purple",128," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"293",136009,"USA016","PI 585779","Sorghum",53,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",34,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",42,"Erect","Lax","White","Purple-red",160," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"294",136011,"USA016","PI 585803","Sorghum",58,"Resistant","Long",0,"Drooping","White","Almost corneous","Non-waxy",20,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","No","Loose",48,"Erect","Lax","White","Purple-red",240," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"295",136012,"USA016","PI 585851","Sorghum",58,"Resistant","Long",2,"Erect","White","Partly corneous","Non-waxy",33,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",22,"Erect","Elliptical","Red","Purple-red",137," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"296",136013,"USA016","PI 585856","Sorghum",62,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",6,"Red","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-loose",27,"Erect","Elliptical","White","Red-purple",160," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"297",136015,"USA016","PI 585930","Sorghum",66,"Resistant","Tip",1,"Drooping","White","Partly corneous","Non-waxy",10,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",42,"Erect","Lax","White","Purple-red",306," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"298",136016,"USA016","PI 585945","Sorghum",83,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",22,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",44,"Erect","Lax","Red","Purple-red",340," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"299",136017,"USA016","PI 585952","Sorghum",77,"Resistant","Tip",2,"Drooping","White","Partly corneous","Non-waxy",5,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","No","Loose",32,"Erect","Lax","White","Purple-red",280," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"300",136018,"USA016","PI 586095","Sorghum",59,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",12,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Intermediate","Red","50% kernel covered","Plump","Oval","Thin","Colorless","No","Semi-compact",32,"Erect","Oval","Red","Red",126," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"301",136019,"USA016","PI 586110","Sorghum",55,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",24,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",38,"Erect","Lax","White","Red",194," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"302",136020,"USA016","PI 586135","Sorghum",51,"Resistant","None",1,"Erect","White","Almost starchy","Non-waxy",16,"Black","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",27,"Erect","Elliptical","White","Purple",164," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"303",136021,"USA016","PI 586260","Sorghum",62,"Resistant","Long",2,"Drooping","White","Partly corneous","Non-waxy",22,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Variable","Thin","Colorless","Yes","Loose",25,"Erect","Lax","White","Red-purple",175," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"304",136022,"USA016","PI 586307","Sorghum",51,"Resistant","None",1,"Drooping","White","Partly corneous","Non-waxy",30,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",38,"Erect","Lax","White","Red-purple",170," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"305",136023,"USA016","PI 586371","Sorghum",51,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",34,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thick","Colorless","Yes","Semi-loose",36,"Erect","Elliptical","Red","Purple",200,"Susceptible","Single"
"306",136024,"USA016","PI 586411","Sorghum",69,"Resistant","Long",5,"Drooping","White","Completely corneous","Waxy",0,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",31,"Erect","Lax","White","Purple",204," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"307",136025,"USA016","PI 586413","Sorghum",62,"Resistant","Long",5,"Drooping","White","Completely corneous","Waxy",11,"Tan","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",36,"Erect","Lax","White","Purple-red",197," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"308",136026,"USA016","PI 586429","Sorghum",66,"Resistant","Long",5,"Drooping","White","Completely corneous","Waxy",9,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",44,"Erect","Lax","White","Purple-red",220," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"309",136027,"USA016","PI 586434","Sorghum",59,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",17,"Black","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thick","Colorless","No","Semi-loose",16,"Erect","Elliptical","White","Purple-red",153," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"310",136028,"USA016","PI 586464","Sorghum",56,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",14,"Straw","Yes"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Juicy","Red","50% kernel covered","Plump","Oval","Thick","Green","Yes","Semi-loose",28,"Erect","Elliptical","Red","Purple",104," (4.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"311",152077,"USA016","PI 585301","Sorghum",46,"Resistant","Long",2,"Erect","White","Partly corneous","Non-waxy",16,"Red","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",17,"Recurved","Elliptical","White","Red",164," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"312",152078,"USA016","PI 585305","Sorghum",42,"Resistant","None",1,"Erect","White","Partly corneous","Non-waxy",20,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-loose",21,"Erect","Elliptical","Red","Red",169," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"313",152079,"USA016","PI 585310","Sorghum",44,"Resistant","Long",2,"Erect","White","Partly corneous","Non-waxy",21,"Purple","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Involuted","Plump","Oval","Thin","Colorless","Yes","Semi-loose",37,"Erect","Elliptical","Red","Purple-red",175," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"314",152080,"USA016","PI 585320","Sorghum",46,"Resistant","None",2,"Erect","White","Partly corneous","Non-waxy",10,"Purple","Yes"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","25% kernel covered","Plump","Oval","Thin","Colorless","Yes","Semi-compact",17,"Erect","Elliptical","Red","Red-purple",110," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"315",152081,"USA016","PI 585342","Sorghum",56,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",0,"Straw","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","50% kernel covered","Plump","Oval","Thick","Colorless","Yes","Semi-compact",22,"Erect","Elliptical","White","Purple-red",135," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"316",152082,"USA016","PI 585370","Sorghum",49,"Resistant","None",0,"Erect","White","Partly corneous","Non-waxy",10,"Purple","Intermediate"," (2.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Yellow","50% kernel covered","Plump","Round","Thin","Colorless","Yes","Semi-compact",36,"Erect","Elliptical","Lemon yellow","Mixed",106," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"317",152083,"USA016","PI 585451","Sorghum",79,"Resistant","None",0,"Drooping","White","Completely corneous","Non-waxy",18,"Red","No"," (2.0) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Red","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",37,"Erect","Lax","Red","Red",350," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"318",152084,"USA016","PI 585454","Sorghum",72,"Resistant","None",1,"Drooping","White","Almost corneous","Non-waxy",17,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thin","Colorless","Yes","Loose",33,"Erect","Lax","White","Red-purple",328," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"319",152085,"USA016","PI 585509","Sorghum",58,"Resistant","Long",0,"Erect","White","Completely starchy","Non-waxy",20,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Kernel fully covered","Plump","Oval","Thin","Colorless","Yes","Loose",45,"Erect","Elliptical","Red","Purple-red",220," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"320",152086,"USA016","PI 585523","Sorghum",74,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",23,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","Kernel fully covered","Plump","Oval","Thin","Colorless","Yes","Loose",38,"Erect","Elliptical","Red","Purple-red",297," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"321",152087,"USA016","PI 585553","Sorghum",74,"Resistant","Long",0,"Erect","White","Partly corneous","Non-waxy",27,"Straw","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Kernel fully covered","Plump","Oval","Thick","Colorless","Yes","Loose",41,"Erect","Elliptical","White","Purple-red",348," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"322",152089,"USA016","PI 585736","Sorghum",70,"Resistant","None",2,"Drooping","White","Completely corneous","Non-waxy",15,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",38,"Erect","Lax","White","Red-purple",182," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"323",152091,"USA016","PI 585751","Sorghum",49,"Resistant","Long",2,"Drooping","White","Completely corneous","Non-waxy",24,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","No","Loose",34,"Erect","Lax","White","Purple-red",132," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"324",152092,"USA016","PI 585755","Sorghum",53,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",9,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thin","Colorless","Yes","Loose",43,"Erect","Lax","White","Purple-red",188," (4.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"325",152093,"USA016","PI 585792","Sorghum",61,"Resistant","Long",1,"Drooping","White","Almost corneous","Non-waxy",22,"Black","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",43,"Erect","Lax","White","Purple-red",235," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"326",152094,"USA016","PI 585833","Sorghum",49,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",27,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","Brown","75% kernel covered","Plump","Oval","Thin","Colorless","Yes","Loose",43,"Erect","Lax","Red","Purple-red",215," (2.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"327",152095,"USA016","PI 585835","Sorghum",62,"Resistant","Long",0,"Drooping","White","Partly corneous","Non-waxy",18,"Purple","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Round","Thick","Colorless","Yes","Loose",37,"Erect","Lax","White","Purple-red",198," (3.0) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"328",152096,"USA016","PI 585845","Sorghum",49,"Resistant","Long",2,"Drooping","White","Partly corneous","Non-waxy",23,"Red","No"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","Involuted","Plump","Oval","Thick","Colorless","Yes","Loose",41,"Erect","Lax","White","Red-purple",160," (3.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
"329",152097,"USA016","PI 585849","Sorghum",58,"Resistant","Long",1,"Erect","White","Partly corneous","Non-waxy",18,"Red","Intermediate"," (1.5) (1.0 = Very uniform, 5.0 = Not uniform)","Dry","White","75% kernel covered","Plump","Oval","Thin","Colorless","Yes","Semi-loose",33,"Erect","Elliptical","White","Red-purple",176," (2.5) (1.0 = Resistant, 5.0 = Susceptible)","Single"
